Name,Age,Height,Reach,Sig. Str. Landed Per Min,Sig. Str. Absorbed Per Min,Takedown avg Per 15 Min,Submission avg Per 15 Min,Sig. Str. Defense (%),Takedown Defense (%),Knockdown Avg,Average fight time (secs),Sig. Str. By Position (Standing),Sig. Str. By Position (Clinch),Sig. Str. By Position (Ground),Win by Method (KO/TKO),Win by Method (Decision),Win by Method (Sub),Striking accuracy (%),Takedown Accuracy (%),Wins,Losses,Draws,Style_Boxing,Style_Brawler,Style_Brazilian Jiu-Jitsu,Style_Freestyle,Style_Grappler,Style_Jiu-Jitsu,Style_Judo,Style_Karate,Style_Kickboxer,Style_Kung Fu,Style_Kung-Fu,Style_MMA,Style_Muay Thai,Style_Sambo,Style_Striker,Style_Wrestler,Style_Wrestling,Style_Taekwondo
Rafael Fiziev,0.4583333333333332,0.8607594936708861,0.4090909090909091,0.5015353121801434,0.0946666666666666,0.0120282040647034,0.0,0.49,0.5632911392405063,0.0003222222222222,0.6395985401459854,0.1556906450523472,0.141643059490085,0.0115273775216138,0.3076923076923077,0.044776119402985,0.01,0.52,0.4,0.3157894736842105,0.1428571428571428,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,
AJ Fletcher,0.25,0.8860759493670886,0.2045454545454545,0.3439099283520982,0.0878095238095238,0.0638739112401493,0.1002155172413793,0.47,0.2088607594936709,0.0003444444444444,0.531934306569343,0.0466058763931104,0.0339943342776204,0.0374639769452449,0.1538461538461538,0.0149253731343283,0.04,0.5,0.36,0.2631578947368421,0.1428571428571428,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,
Ty Flores,0.375,0.8881698783994927,0.4571483784237942,0.2047082906857728,0.1485714285714285,0.0414765657403567,0.0,0.25,0.0,1.0,0.0173357664233576,0.0037149611617696,0.0,0.0,0.0,0.0,0.38,0.09,0.0,0.0263157894736842,0.0,0.0699588477366255,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Darrius Flowers,0.375,0.8734177215189873,0.3863636363636367,0.3142272262026612,0.1045714285714285,0.0406470344255495,0.0,0.44,0.4050632911392405,0.0,0.4187956204379562,0.0273556231003039,0.0254957507082153,0.0115273775216138,0.3461538461538461,0.044776119402985,0.0,0.5,0.29,0.3157894736842105,0.3809523809523809,0.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Rob Font,0.7083333333333333,0.8607594936708861,0.4090909090909091,0.5660184237461617,0.0695238095238095,0.0369141435089174,0.0366379310344827,0.56,0.2911392405063291,0.0005333333333333,0.7025547445255474,0.3600135089496792,0.2209631728045326,0.1786743515850144,0.3461538461538461,0.1044776119402985,0.04,0.46,0.35,0.5263157894736842,0.3809523809523809,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,
Kai Kara-France,0.4583333333333332,0.810126582278481,0.2954545454545454,0.4677584442169908,0.0617142857142857,0.0261302364164247,0.0,0.65,0.5569620253164557,0.0007,0.7144160583941606,0.1898007429922323,0.0424929178470254,0.2276657060518732,0.4230769230769231,0.1492537313432835,0.03,0.4,0.33,0.631578947368421,0.5238095238095237,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,
Josh Fremd,0.4166666666666667,0.9620253164556962,0.6136363636363638,0.2579324462640737,0.0424761904761904,0.0273745333886354,0.1174568965517241,0.47,0.1898734177215189,0.0,0.625912408759124,0.0455927051671732,0.0793201133144475,0.0288184438040345,0.1538461538461538,0.044776119402985,0.04,0.44,0.25,0.2894736842105263,0.2857142857142857,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,
Matt Frevola,0.5416666666666667,0.8734177215189873,0.3863636363636367,0.3797338792221085,0.068,0.1074243052675238,0.1002155172413793,0.6,0.2721518987341772,0.0014444444444444,0.4032846715328467,0.0668693009118541,0.0878186968838527,0.2074927953890489,0.1538461538461538,0.0597014925373134,0.03,0.42,0.4,0.2894736842105263,0.1904761904761904,0.5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Justin Gaethje,0.625,0.8987341772151899,0.3409090909090913,0.6939611054247697,0.1420952380952381,0.0045624222314392,0.0,0.52,0.4746835443037974,0.0007,0.5985401459854014,0.2867274569402229,0.2861189801699716,0.0403458213256484,0.7692307692307693,0.0597014925373134,0.01,0.59,0.25,0.6842105263157894,0.238095238095238,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,
Mickey Gall,0.5,0.9367088607594936,0.5227272727272729,0.3408393039918116,0.0866666666666666,0.0489423475736209,0.1745689655172414,0.5,0.240506329113924,0.0003333333333333,0.4635036496350365,0.0861195542046606,0.1104815864022663,0.1268011527377521,0.0,0.0149253731343283,0.06,0.48,0.32,0.1842105263157894,0.2857142857142857,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Mateusz Gamrot,0.5416666666666667,0.8860759493670886,0.3636363636363637,0.3162743091095189,0.0584761904761904,0.2189962671090833,0.0150862068965517,0.6,0.5759493670886076,0.0001555555555555,0.656934306569343,0.0918608578183046,0.0764872521246459,0.0979827089337175,0.3076923076923077,0.1641791044776119,0.05,0.51,0.36,0.631578947368421,0.0952380952380952,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,
Ciryl Gane,0.5833333333333333,0.9620253164556962,0.8409090909090913,0.5619242579324463,0.0417142857142857,0.0240564081294068,0.0517241379310344,0.63,0.3164556962025316,0.0003222222222222,0.7755474452554745,0.2590341100979399,0.1841359773371104,0.0691642651296829,0.2307692307692307,0.044776119402985,0.03,0.61,0.21,0.3157894736842105,0.0952380952380952,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,
Junye Gao,0.4583333333333332,0.8881698783994927,0.4571483784237942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1135651894611932,0.1974874970231007,0.0545954438334642,0.106609907120743,0.4395820433436532,0.295953488372093,0.3053122697880003,0.1863523187052598,0.0699588477366255,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Cody Garbrandt,0.5,0.8607594936708861,0.1363636363636367,0.3050153531218014,0.0716190476190476,0.0427208627125674,0.0,0.6,0.5063291139240507,0.0012555555555555,0.5310218978102189,0.1300236406619385,0.065155807365439,0.0749279538904899,0.4230769230769231,0.044776119402985,0.0,0.41,0.34,0.3684210526315789,0.2857142857142857,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,
Fernie Garcia,0.4583333333333332,0.8481012658227848,0.2045454545454545,0.2088024564994882,0.0721904761904762,0.0116134384072998,0.0592672413793103,0.49,0.3164556962025316,0.0003111111111111,0.5948905109489051,0.0341100979398851,0.0028328611898017,0.0259365994236311,0.1153846153846153,0.0895522388059701,0.01,0.34,0.5,0.2631578947368421,0.238095238095238,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Harrison Garcia,0.4748552821997105,0.8881698783994927,0.4571483784237942,0.3765371881725433,0.0803091746962714,0.0619180661459999,0.0562519044233406,0.4850368188512518,0.3295918234186537,0.0818227295041728,0.4618844264321726,0.0803673081428228,0.0966927701544097,0.1135651894611932,0.1974874970231007,0.0545954438334642,0.106609907120743,0.4395820433436532,0.295953488372093,0.3053122697880003,0.1863523187052598,0.0699588477366255,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Rafa Garcia,0.3333333333333332,0.8481012658227848,0.3409090909090913,0.428863868986694,0.0801904761904762,0.1497304023226876,0.0323275862068965,0.62,0.5,0.0,0.7810218978102189,0.1188787571766295,0.1246458923512748,0.063400576368876,0.0384615384615384,0.0895522388059701,0.09,0.43,0.44,0.4210526315789473,0.1428571428571428,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Steve Garcia,0.5,0.9113924050632912,0.5681818181818183,0.511770726714432,0.0478095238095238,0.052675238490253,0.0678879310344827,0.46,0.5632911392405063,0.0031666666666666,0.2883211678832116,0.0412022965214454,0.1104815864022663,0.2190201729106628,0.5,0.044776119402985,0.0,0.56,0.4,0.4210526315789473,0.238095238095238,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,
Shamil Gaziev,0.5833333333333333,0.9620253164556962,0.7272727272727275,0.2487205731832139,0.0708571428571428,0.0427208627125674,0.0366379310344827,0.45,0.6329113924050633,0.0003777777777777,0.5967153284671532,0.0219520432286389,0.0679886685552408,0.0489913544668587,0.3076923076923077,0.0149253731343283,0.03,0.49,0.3,0.3421052631578947,0.0476190476190476,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,
Yanis Ghemmouri,0.375,0.8734177215189873,0.2954545454545454,0.2343909928352098,0.0979047619047619,0.0,0.0,0.36,0.0,0.4222222222222222,0.0228102189781021,0.0013508949679162,0.0,0.0086455331412103,0.1923076923076923,0.0597014925373134,0.39,0.0,0.12,0.0789473684210526,0.0,0.0699588477366255,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,
Christos Giagos,0.5833333333333333,0.8860759493670886,0.4090909090909091,0.3101330603889457,0.0611428571428571,0.117793446702613,0.0420258620689655,0.51,0.3291139240506329,0.0001444444444444,0.4552919708029196,0.0881458966565349,0.1161473087818697,0.1469740634005763,0.3076923076923077,0.1194029850746268,0.04,0.42,0.37,0.5263157894736842,0.5714285714285714,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Cody Gibson,0.6666666666666667,0.8860759493670886,0.3863636363636367,0.4053224155578301,0.0740952380952381,0.0667772708419743,0.043103448275862,0.58,0.430379746835443,0.0004444444444444,0.583029197080292,0.0749746707193515,0.1898016997167139,0.0172910662824207,0.2692307692307693,0.1194029850746268,0.05,0.44,0.31,0.5526315789473684,0.4761904761904761,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,
Trevin Giles,0.4583333333333332,0.9113924050632912,0.5227272727272729,0.3346980552712385,0.0422857142857142,0.0493571132310244,0.0344827586206896,0.59,0.4493670886075949,0.0003555555555555,0.583941605839416,0.1131374535629854,0.0906515580736544,0.2478386167146974,0.2307692307692307,0.0597014925373134,0.05,0.55,0.5,0.4210526315789473,0.2857142857142857,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,
Gregor Gillespie,0.6666666666666667,0.8481012658227848,0.3863636363636367,0.3828045035823951,0.0438095238095238,0.2845292409788469,0.0818965517241379,0.58,0.6329113924050633,0.0005666666666666,0.4041970802919707,0.0229652144545761,0.0538243626062322,0.3861671469740634,0.3076923076923077,0.0298507462686567,0.05,0.53,0.48,0.3684210526315789,0.0476190476190476,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Alex Gilpin,0.4583333333333332,0.8881698783994927,0.4571483784237942,0.6960081883316275,0.2340952380952381,0.090004147656574,0.2338362068965517,0.43,0.0,0.4611111111111111,0.0410583941605839,0.000337723741979,0.0028328611898017,0.0,0.0,0.0,0.54,0.25,0.1,0.0263157894736842,0.0,0.0699588477366255,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Eperaim Ginting,0.2916666666666667,0.8881698783994927,0.4571483784237942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000337723741979,0.0,0.1135651894611932,0.1974874970231007,0.0545954438334642,0.106609907120743,0.4395820433436532,0.295953488372093,0.3053122697880003,0.1863523187052598,0.0699588477366255,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Ricky Glenn,0.625,0.9113924050632912,0.3636363636363637,0.4032753326509724,0.078095238095238,0.0228121111571961,0.0441810344827586,0.52,0.430379746835443,0.0004555555555555,0.6012773722627737,0.0810536980749746,0.1954674220963173,0.3573487031700288,0.5,0.0895522388059701,0.03,0.43,0.13,0.5789473684210527,0.3809523809523809,1.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,
Billy Ray Goff,0.2083333333333332,0.8860759493670886,0.4545454545454546,0.8761514841351076,0.1087619047619047,0.0833678971381169,0.0,0.59,0.6329113924050633,0.0014888888888888,0.4096715328467153,0.0597771023302938,0.0339943342776204,0.0086455331412103,0.2692307692307693,0.0298507462686567,0.0,0.46,0.18,0.2368421052631578,0.1428571428571428,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,
Amiran Gogoladze,0.2083333333333332,0.8881698783994927,0.4571483784237942,0.1678607983623336,0.0156190476190476,0.0,0.0,0.0,0.4620253164556962,0.0022222222222222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.01,0.0,0.1863523187052598,0.0699588477366255,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Luis Gomez,0.3333333333333332,0.0,0.25,0.1606960081883316,0.0767619047619047,0.185815014516798,0.0,0.55,0.2088607594936709,0.0,0.7326642335766423,0.0067544748395812,0.0028328611898017,0.0,0.0769230769230769,0.0149253731343283,0.01,0.34,0.5,0.1052631578947368,0.0476190476190476,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
William Gomis,0.25,0.9113924050632912,0.4772727272727275,0.2681678607983623,0.0283809523809523,0.0439651596847781,0.0765086206896551,0.76,0.5189873417721519,0.0,0.7728102189781022,0.0341100979398851,0.0198300283286118,0.0086455331412103,0.2307692307692307,0.0746268656716417,0.01,0.47,0.6,0.3421052631578947,0.0952380952380952,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Justin Gonzales,0.5,0.8734177215189873,0.4571483784237942,0.6827021494370522,0.0165714285714285,0.5806719203649938,0.0,0.43,0.6329113924050633,0.0,0.8211678832116788,0.0016886187098953,0.1359773371104816,0.1354466858789625,0.0,0.0,0.0,0.8,0.74,0.2368421052631578,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,
Lyman Good,0.75,0.9113924050632912,0.5227272727272729,0.5465711361310134,0.0763809523809523,0.0111986727498963,0.0,0.63,0.4746835443037974,0.0009111111111111,0.5,0.0746369469773725,0.1643059490084986,0.0403458213256484,0.4230769230769231,0.1044776119402985,0.03,0.49,1.0,0.5526315789473684,0.2857142857142857,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Jared Gordon,0.625,0.8734177215189873,0.25,0.5885363357215968,0.0756190476190476,0.0738282870178349,0.0,0.5700000000000001,0.3987341772151899,0.0001,0.6167883211678832,0.2228976697061803,0.3597733711048159,0.5302593659942363,0.2692307692307693,0.1641791044776119,0.02,0.56,0.32,0.5263157894736842,0.3333333333333333,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,
Tresean Gore,0.3333333333333332,0.9113924050632912,0.5681818181818183,0.3111566018423746,0.1167619047619047,0.1260887598506843,0.1314655172413793,0.47,0.5189873417721519,0.0,0.4498175182481752,0.0199257007767646,0.0339943342776204,0.0115273775216138,0.0769230769230769,0.0149253731343283,0.02,0.54,0.71,0.131578947368421,0.0952380952380952,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Kron Gracie,0.5833333333333333,0.8734177215189873,0.3409090909090913,0.3828045035823951,0.1299047619047619,0.0194939858979676,0.0506465517241379,0.53,0.0,0.7133333333333334,0.0985401459854014,0.0037149611617696,0.0028328611898017,0.0,0.0,0.0746268656716417,0.45,0.25,0.05,0.0526315789473684,0.0,0.0699588477366255,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
Bogdan Grad,0.2916666666666667,0.8607594936708861,0.3409090909090913,0.1484135107471852,0.179047619047619,0.0,0.0,0.46,0.0,0.0922222222222222,0.0018248175182481,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.01,0.0,0.1863523187052598,0.0699588477366255,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Davey Grant,0.7083333333333333,0.8607594936708861,0.2954545454545454,0.488229273285568,0.0727619047619047,0.0522604728328494,0.0226293103448275,0.56,0.3860759493670886,0.0004666666666666,0.6496350364963503,0.1965552178318136,0.1359773371104816,0.1412103746397694,0.1538461538461538,0.0298507462686567,0.09,0.43,0.41,0.3947368421052631,0.3333333333333333,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,
James Gray,0.625,0.8734177215189873,0.4571483784237942,0.2671443193449335,0.3478095238095238,0.0,0.0,0.44,0.0,0.0511111111111111,0.0018248175182481,0.0,0.0,0.0,0.0,0.0597014925373134,0.5,0.0,0.04,0.0526315789473684,0.0,0.0699588477366255,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
King Green,0.7083333333333333,0.8860759493670886,0.3863636363636367,0.6581371545547595,0.071047619047619,0.0510161758606387,0.03125,0.62,0.4683544303797468,0.0003222222222222,0.6094890510948905,0.5390070921985816,0.5920679886685553,0.4668587896253602,0.4230769230769231,0.1791044776119403,0.09,0.53,0.4,0.8421052631578947,0.7619047619047619,0.5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,
Logan Greenhalgh,0.4748552821997105,0.8881698783994927,0.4571483784237942,0.3765371881725433,0.0803091746962714,0.0619180661459999,0.0562519044233406,0.4850368188512518,0.3295918234186537,0.0818227295041728,0.4618844264321726,0.0803673081428228,0.0966927701544097,0.1135651894611932,0.1974874970231007,0.0545954438334642,0.106609907120743,0.4395820433436532,0.295953488372093,0.3053122697880003,0.1863523187052598,0.0699588477366255,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Max Griffin,0.75,0.8987341772151899,0.6136363636363638,0.4012282497441146,0.0725714285714285,0.0601410203235172,0.03125,0.58,0.4367088607594936,0.0006444444444444,0.7098540145985401,0.2299898682877406,0.2266288951841359,0.1498559077809798,0.3461538461538461,0.1194029850746268,0.02,0.49,0.42,0.5263157894736842,0.4761904761904761,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,
Charalampos Grigoriou,0.5,0.8481012658227848,0.2272727272727275,0.2681678607983623,0.0756190476190476,0.1086686022397345,0.0,0.47,0.5759493670886076,0.0014555555555555,0.4178832116788321,0.011144883485309,0.0028328611898017,0.0749279538904899,0.2307692307692307,0.0298507462686567,0.0,0.49,0.8,0.2105263157894736,0.238095238095238,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,
Garrett Grimes,0.375,0.8881698783994927,0.4571483784237942,0.3765371881725433,0.0803091746962714,0.0619180661459999,0.0562519044233406,0.4850368188512518,0.3295918234186537,0.0818227295041728,0.4618844264321726,0.0803673081428228,0.0966927701544097,0.1135651894611932,0.1974874970231007,0.0545954438334642,0.106609907120743,0.4395820433436532,0.295953488372093,0.3053122697880003,0.1863523187052598,0.0699588477366255,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Garrett Gross,0.5833333333333333,0.8734177215189873,0.2954545454545454,0.2446264073694985,0.0318095238095238,0.0,0.0,0.46,0.3291139240506329,0.0004444444444444,0.6788321167883211,0.0141843971631205,0.0283286118980169,0.1066282420749279,0.0,0.0,0.0,0.46,0.0,0.2894736842105263,0.3809523809523809,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Chris Gruetzemacher,0.7083333333333333,0.8607594936708861,0.25,0.6325486182190379,0.0944761904761904,0.0087100788054749,0.0,0.53,0.4177215189873418,0.0,0.5337591240875912,0.1043566362715299,0.320113314447592,0.0835734870317002,0.2692307692307693,0.0746268656716417,0.03,0.5700000000000001,0.5,0.3947368421052631,0.238095238095238,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
Clay Guida,0.875,0.8481012658227848,0.3409090909090913,0.2702149437052201,0.0573333333333333,0.1298216507673164,0.0668103448275862,0.61,0.430379746835443,0.0002111111111111,0.6806569343065694,0.2657885849375211,0.4759206798866855,0.9365994236311238,0.2692307692307693,0.2537313432835821,0.14,0.34,0.36,1.0,1.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,
Bogdan Guskov,0.4583333333333332,0.9493670886075948,0.6136363636363638,0.0,0.0,0.0,0.0,0.12,0.0,0.0022222222222222,0.0145985401459854,0.0010131712259371,0.0,0.1135651894611932,0.1974874970231007,0.0545954438334642,0.106609907120743,0.4395820433436532,0.295953488372093,0.3053122697880003,0.1863523187052598,0.0699588477366255,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,
Alexander Gustafsson,0.6666666666666667,0.9746835443037974,0.75,0.4124872057318322,0.0672380952380952,0.0634591455827457,0.043103448275862,0.51,0.5316455696202531,0.0007999999999999,0.5675182481751825,0.1941911516379601,0.1671388101983003,0.3371757925072046,0.4230769230769231,0.0597014925373134,0.03,0.41,0.4,0.4736842105263157,0.3809523809523809,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,
Mando Gutierrez,0.2083333333333332,0.8881698783994927,0.4571483784237942,0.0818833162743091,0.0253333333333333,0.0414765657403567,0.1077586206896551,0.5,0.2531645569620253,0.0,0.8211678832116788,0.0037149611617696,0.0,0.0028818443804034,0.0,0.0,0.0,0.75,1.0,0.0,0.0476190476190476,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Chris Gutierrez,0.5416666666666667,0.8734177215189873,0.2045454545454545,0.4831115660184237,0.0502857142857142,0.0107839070924927,0.0096982758620689,0.64,0.4556962025316455,0.0004777777777777,0.7299270072992701,0.2627490712597096,0.0481586402266289,0.0662824207492795,0.3461538461538461,0.1343283582089552,0.01,0.59,0.3,0.5526315789473684,0.238095238095238,1.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,
Jake Hadley,0.2916666666666667,0.8481012658227848,0.3409090909090913,0.3848515864892528,0.0708571428571428,0.0082953131480713,0.1476293103448276,0.61,0.3481012658227848,0.0002222222222222,0.6012773722627737,0.083080040526849,0.0311614730878187,0.0922190201729106,0.0769230769230769,0.0298507462686567,0.05,0.45,0.06,0.2894736842105263,0.1428571428571428,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,
Damir Hadzovic,0.6666666666666667,0.8734177215189873,0.3409090909090913,0.3439099283520982,0.0620952380952381,0.0323517212774782,0.0172413793103448,0.63,0.2215189873417721,0.0003444444444444,0.5875912408759124,0.0857818304626815,0.0991501416430594,0.1037463976945244,0.2692307692307693,0.0597014925373134,0.03,0.48,0.56,0.3684210526315789,0.3333333333333333,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Yazan Hajeh,0.4166666666666667,0.8607594936708861,0.4772727272727275,0.157625383828045,0.3321904761904762,0.0,0.0,0.44,0.6329113924050633,0.0,0.1067518248175182,0.0010131712259371,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.1578947368421052,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Ryan Hall,0.75,0.8860759493670886,0.3636363636363637,0.2436028659160696,0.0253333333333333,0.0091248444628784,0.2392241379310345,0.66,0.0027848101265822,0.7511111111111111,0.0985401459854014,0.0010131712259371,0.141643059490085,0.0057636887608069,0.6923076923076923,0.044776119402985,0.5,0.09,0.09,0.0526315789473684,0.0,0.0699588477366255,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Rami Hamed,0.4748552821997105,0.8881698783994927,0.4571483784237942,0.0,0.0,0.0,0.0,0.12,0.0,0.0022222222222222,0.0,0.0,0.0,0.1135651894611932,0.1974874970231007,0.0545954438334642,0.106609907120743,0.4395820433436532,0.295953488372093,0.3053122697880003,0.1863523187052598,0.0699588477366255,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Chad Hanekom,0.5416666666666667,0.8881698783994927,0.4571483784237942,0.074718526100307,0.028,0.0,0.1077586206896551,0.33,0.4493670886075949,0.0,0.8211678832116788,0.0027017899358324,0.0084985835694051,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0476190476190476,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Shin Haraguchi,0.1666666666666667,0.8881698783994927,0.4571483784237942,0.2333674513817809,0.0339047619047619,0.4649523019493986,0.0,0.48,0.0,0.8255555555555556,0.0264598540145985,0.0074299223235393,0.1756373937677054,0.0,0.0,0.0,0.64,0.54,0.03,0.0263157894736842,0.0,0.0699588477366255,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
George Hardwick,0.25,0.8881698783994927,0.4571483784237942,0.368474923234391,0.0876190476190476,0.0,0.0,0.71,0.5253164556962026,0.0,0.8211678832116788,0.0175616345829111,0.0056657223796034,0.0,0.0,0.0,0.0,0.39,0.0,0.0263157894736842,0.0,0.0699588477366255,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Josiah Harrell,0.1666666666666667,0.8481012658227848,0.25,0.0,0.0,0.0,0.0,0.04,0.0189873417721519,0.0022222222222222,0.0063868613138686,0.0010131712259371,0.0,0.1135651894611932,0.1974874970231007,0.0545954438334642,0.106609907120743,0.4395820433436532,0.295953488372093,0.3053122697880003,0.1863523187052598,0.0699588477366255,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,
Walt Harris,0.8333333333333333,0.9746835443037974,0.6590909090909092,0.3121801432958034,0.0634285714285714,0.0120282040647034,0.0150862068965517,0.55,0.4430379746835443,0.0014444444444444,0.3558394160583941,0.0705842620736237,0.0821529745042493,0.2276657060518732,0.5,0.0,0.0,0.39,0.29,0.3421052631578947,0.4761904761904761,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,
Phil Hawes,0.625,0.9113924050632912,0.6818181818181821,0.5455475946775845,0.0708571428571428,0.0875155537121526,0.0247844827586206,0.56,0.5759493670886076,0.0007777777777777,0.3503649635036496,0.0854441067207024,0.1274787535410765,0.1239193083573487,0.3076923076923077,0.0298507462686567,0.02,0.59,0.35,0.3157894736842105,0.2857142857142857,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Ian Heinisch,0.5833333333333333,0.8987341772151899,0.4318181818181821,0.3326509723643808,0.0567619047619047,0.0423060970551638,0.0732758620689655,0.59,0.3797468354430379,0.0003777777777777,0.6021897810218978,0.0651806822019588,0.093484419263456,0.1729106628242074,0.1923076923076923,0.1044776119402985,0.02,0.5,0.17,0.3684210526315789,0.238095238095238,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,
Danny Henry,0.5833333333333333,0.9113924050632912,0.4772727272727275,0.5322415557830092,0.0792380952380952,0.0306926586478639,0.240301724137931,0.46,0.3164556962025316,0.0016555555555555,0.2764598540145985,0.0206011482607227,0.0169971671388102,0.1095100864553314,0.1923076923076923,0.0298507462686567,0.05,0.52,0.33,0.3157894736842105,0.1904761904761904,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,
Victor Henry,0.6666666666666667,0.8481012658227848,0.25,0.8536335721596725,0.107047619047619,0.0,0.0517241379310344,0.48,0.5316455696202531,0.0005333333333333,0.6879562043795621,0.1445457615670381,0.2039660056657224,0.0691642651296829,0.2307692307692307,0.1343283582089552,0.08,0.54,0.0,0.631578947368421,0.2857142857142857,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Jai Herbert,0.6666666666666667,0.9240506329113924,0.6590909090909092,0.323439099283521,0.0641904761904762,0.0207382828701783,0.0,0.52,0.3734177215189873,0.0007444444444444,0.615875912408759,0.0756501182033096,0.1331444759206799,0.0374639769452449,0.3461538461538461,0.044776119402985,0.01,0.42,0.23,0.3421052631578947,0.238095238095238,0.5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,
