Name,Age,Height,Reach,Sig. Str. Landed Per Min,Sig. Str. Absorbed Per Min,Takedown avg Per 15 Min,Submission avg Per 15 Min,Sig. Str. Defense (%),Takedown Defense (%),Knockdown Avg,Average fight time (secs),Sig. Str. By Position (Standing),Sig. Str. By Position (Clinch),Sig. Str. By Position (Ground),Win by Method (KO/TKO),Win by Method (Decision),Win by Method (Sub),Striking accuracy (%),Takedown Accuracy (%),Wins,Losses,Draws,Style_Boxing,Style_Brawler,Style_Brazilian Jiu-Jitsu,Style_Freestyle,Style_Grappler,Style_Jiu-Jitsu,Style_Judo,Style_Karate,Style_Kickboxer,Style_Kung Fu,Style_Kung-Fu,Style_MMA,Style_Muay Thai,Style_Sambo,Style_Striker,Style_Wrestler,Style_Wrestling
Jamelle Jones,0.625,0.9113924050632911,0.5681818181818183,0.18219037871033777,0.05923809523809524,0.0,0.0,0.65,0.0,0.15,0.0036496350364963502,0.0,0.0,0.01440922190201729,0.038461538461538464,0.014925373134328358,0.8,0.0,0.07,0.13157894736842105,0.0,0.06995884773662552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jon Jones,0.625,0.9620253164556962,1.0,0.43909928352098265,0.042285714285714295,0.08004977187888843,0.05172413793103448,0.64,0.6012658227848101,0.00024444444444444443,0.8147810218978102,0.3235393448159406,0.7025495750708216,0.755043227665706,0.38461538461538464,0.14925373134328357,0.07,0.58,0.45,0.7105263157894737,0.047619047619047616,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Justin Jones,0.625,0.0,0.4571483784237942,0.17400204708290687,0.06038095238095238,0.0414765657403567,0.05387931034482759,0.45,0.2911392405063291,0.0,0.8211678832116788,0.008443093549476529,0.0623229461756374,0.011527377521613832,0.15384615384615385,0.0,0.05,0.36,0.15,0.23684210526315788,0.09523809523809523,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Charles Jourdain,0.33333333333333326,0.8734177215189873,0.2954545454545454,0.5609007164790175,0.08285714285714285,0.014516798009124844,0.05711206896551725,0.5700000000000001,0.310126582278481,0.0005888888888888889,0.6614963503649635,0.23269165822357313,0.4730878186968839,0.20461095100864551,0.3076923076923077,0.029850746268656716,0.05,0.49,0.24,0.39473684210526316,0.38095238095238093,0.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Dustin Joynson,0.7083333333333333,0.8881698783994927,0.4571483784237942,0.33572159672466734,0.10723809523809524,0.0,0.0,0.48,0.0,0.14222222222222222,0.004562043795620438,0.0006754474839581223,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.18635231870525987,0.06995884773662552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anshul Jubli,0.33333333333333326,0.9113924050632911,0.2954545454545454,0.6632548618219039,0.10685714285714287,0.034010783907092494,0.04418103448275862,0.51,0.4050632911392405,0.0004555555555555555,0.6706204379562044,0.06382978723404256,0.0481586402266289,0.09221902017291066,0.07692307692307693,0.05970149253731343,0.01,0.46,0.18,0.18421052631578946,0.047619047619047616,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Da Woon Jung,0.375,0.9620253164556962,0.7272727272727275,0.35721596724667354,0.0740952380952381,0.07880547490667772,0.020474137931034486,0.52,0.4873417721518987,0.0006333333333333333,0.541970802919708,0.07261060452549815,0.09915014164305949,0.07492795389048991,0.42307692307692313,0.029850746268656716,0.02,0.44,0.5,0.39473684210526316,0.19047619047619047,0.5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Chan Sung Jung,0.6666666666666667,0.8481012658227848,0.4318181818181821,0.40225179119754356,0.0860952380952381,0.02903359601824969,0.06573275862068965,0.52,0.4620253164556962,0.00047777777777777776,0.6751824817518248,0.17865585950692334,0.1614730878186969,0.26512968299711814,0.23076923076923078,0.04477611940298507,0.08,0.41000000000000003,0.44,0.4473684210526315,0.38095238095238093,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Oron Kahlon,0.75,0.8881698783994927,0.4571483784237942,0.08700102354145343,0.09390476190476191,0.0,0.0,0.36,0.25316455696202533,0.0,0.7773722627737226,0.0037149611617696724,0.0028328611898017,0.0,0.0,0.0,0.0,0.38,0.0,0.02631578947368421,0.0,0.06995884773662552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lu Kai,0.375,0.8881698783994927,0.4571483784237942,0.38485158648925283,0.10495238095238096,0.10866860223973455,0.2823275862068966,0.56,0.6329113924050633,0.0,0.20894160583941604,0.011144883485309018,0.0028328611898017,0.02593659942363112,0.0,0.0,0.0,0.44,0.5,0.02631578947368421,0.09523809523809523,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sim Kai Xiong,0.20833333333333326,0.8881698783994927,0.4571483784237942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033772374197906115,0.0,0.11356518946119323,0.19748749702310076,0.054595443833464256,0.10660990712074303,0.43958204334365325,0.29595348837209307,0.3053122697880003,0.18635231870525987,0.06995884773662552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Li Kaiwen,0.29166666666666674,0.8881698783994927,0.4571483784237942,0.44216990788126925,0.07123809523809525,0.03235172127747823,0.0,0.54,0.5822784810126582,0.0008666666666666667,0.3512773722627737,0.01789935832489024,0.0679886685552408,0.017291066282420747,0.0,0.0,0.0,0.5,0.33,0.05263157894736842,0.047619047619047616,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Shuya Kamikubo,0.41666666666666674,0.8881698783994927,0.4571483784237942,0.47082906857727735,0.055809523809523816,0.1659062629614268,0.10775862068965518,0.54,0.6329113924050633,0.0,0.8211678832116788,0.012833502195204323,0.019830028328611898,0.06916426512968299,0.0,0.0,0.0,0.45,0.16,0.02631578947368421,0.047619047619047616,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Koya Kanda,0.29166666666666674,0.8881698783994927,0.4571483784237942,0.36131013306038895,0.04704761904761905,0.1244296972210701,0.0,0.61,0.6329113924050633,0.0,0.8211678832116788,0.015873015873015876,0.014164305949008499,0.002881844380403458,0.0,0.0,0.0,0.38,0.23,0.02631578947368421,0.047619047619047616,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kyung Ho Kang,0.6666666666666667,0.8734177215189873,0.4772727272727275,0.3203684749232344,0.06323809523809525,0.08170883450850269,0.08297413793103449,0.54,0.43037974683544306,0.0003777777777777778,0.6852189781021898,0.13947990543735225,0.06515580736543909,0.3256484149855908,0.07692307692307693,0.07462686567164178,0.12,0.48,0.5,0.5,0.5238095238095237,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Manel Kape,0.41666666666666674,0.8227848101265822,0.25,0.45445240532241565,0.07733333333333334,0.02239734549979262,0.03879310344827586,0.6,0.4620253164556962,0.001,0.6551094890510949,0.1121242823370483,0.0339943342776204,0.08069164265129683,0.42307692307692313,0.04477611940298507,0.05,0.54,0.33,0.5,0.3333333333333333,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Calvin Kattar,0.6666666666666667,0.8987341772151899,0.4318181818181821,0.4872057318321392,0.1285714285714286,0.016175860638739114,0.008620689655172415,0.54,0.45569620253164556,0.00043333333333333337,0.8074817518248175,0.2860520094562648,0.0368271954674221,0.15273775216138327,0.42307692307692313,0.14925373134328357,0.02,0.39,0.29,0.6052631578947368,0.38095238095238093,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Toshiomi Kazama,0.29166666666666674,0.8481012658227848,0.2954545454545454,0.1760491299897646,0.0740952380952381,0.06968063044379925,0.060344827586206906,0.43,0.4240506329113924,0.0,0.3658759124087591,0.009793988517392773,0.0311614730878187,0.017291066282420747,0.11538461538461539,0.029850746268656716,0.06,0.53,0.13,0.2894736842105263,0.19047619047619047,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Brian Kelleher,0.7083333333333333,0.8354430379746836,0.15909090909090917,0.338792221084954,0.08742857142857144,0.06968063044379925,0.07219827586206898,0.55,0.37974683544303794,0.0003777777777777778,0.4306569343065693,0.1165146909827761,0.0821529745042493,0.19596541786743515,0.3076923076923077,0.08955223880597014,0.1,0.41000000000000003,0.42,0.631578947368421,0.7619047619047619,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Song Kenan,0.5833333333333333,0.9113924050632911,0.40909090909090917,0.4462640736949847,0.12152380952380953,0.01410203235172128,0.0,0.51,0.3860759493670886,0.0009333333333333333,0.541970802919708,0.1121242823370483,0.0963172804532578,0.06340057636887608,0.34615384615384615,0.04477611940298507,0.08,0.46,0.5,0.5263157894736842,0.38095238095238093,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Casey Kenney,0.5,0.8481012658227848,0.3409090909090913,0.49641760491299897,0.08895238095238096,0.045209456656988806,0.04633620689655173,0.58,0.3860759493670886,0.0,0.7554744525547445,0.20195879770347858,0.1529745042492918,0.05187319884726224,0.07692307692307693,0.13432835820895522,0.05,0.43,0.36,0.42105263157894735,0.19047619047619047,0.5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Aliaskhab Khizriev,0.5416666666666667,0.8734177215189873,0.5227272727272729,0.6151484135107472,0.08342857142857144,0.23392783077561177,0.4051724137931034,0.62,0.6329113924050633,0.0,0.145985401459854,0.012833502195204323,0.0056657223796034,0.023054755043227664,0.19230769230769232,0.05970149253731343,0.05,0.64,0.6,0.3684210526315789,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Sangwook Kim,0.375,0.8881698783994927,0.4571483784237942,0.22824974411463667,0.07295238095238096,0.0,0.5161637931034483,0.59,0.4240506329113924,0.0,0.49635036496350365,0.002364066193853428,0.0,0.0,0.0,0.0,0.0,0.47000000000000003,0.0,0.02631578947368421,0.047619047619047616,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sang Won Kim,0.375,0.8881698783994927,0.4571483784237942,0.3971340839303992,0.0540952380952381,0.0,0.0,0.51,0.25316455696202533,0.002488888888888889,0.593978102189781,0.006754474839581223,0.0028328611898017,0.01440922190201729,0.0,0.0,0.0,0.7000000000000001,0.01,0.02631578947368421,0.0,0.06995884773662552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Yusaku Kinoshita,0.125,0.9113924050632911,0.40909090909090917,0.47594677584442174,0.09752380952380954,0.0,0.0,0.52,0.31645569620253167,0.0008666666666666667,0.3494525547445255,0.02735562310030395,0.0,0.023054755043227664,0.15384615384615385,0.0,0.02,0.5,0.0,0.15789473684210525,0.14285714285714285,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Kamuela Kirk,0.375,0.8860759493670886,0.5681818181818183,0.3295803480040942,0.11180952380952382,0.06221484861053505,0.12931034482758622,0.4,0.2974683544303797,0.0,0.6852189781021898,0.04255319148936171,0.0509915014164306,0.04899135446685879,0.19230769230769232,0.014925373134328358,0.06,0.5,0.26,0.3157894736842105,0.2857142857142857,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Top Noi Kiwram,0.41666666666666674,0.8881698783994927,0.4571483784237942,0.45752302968270214,0.06152380952380953,0.11281625881377023,0.0,0.66,0.46835443037974683,0.001011111111111111,0.6040145985401459,0.03883823032759203,0.0708215297450425,0.023054755043227664,0.0,0.0,0.0,0.6,0.86,0.02631578947368421,0.09523809523809523,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Felix Klinkhammer,0.41666666666666674,0.8881698783994927,0.4571483784237942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11356518946119323,0.19748749702310076,0.054595443833464256,0.10660990712074303,0.43958204334365325,0.29595348837209307,0.3053122697880003,0.18635231870525987,0.06995884773662552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Drakkar Klose,0.6666666666666667,0.8734177215189873,0.3409090909090913,0.44728761514841353,0.06590476190476191,0.06553297386976359,0.0,0.51,0.43670886075949367,0.0002555555555555556,0.6633211678832116,0.11144883485309018,0.56657223796034,0.14985590778097982,0.23076923076923078,0.11940298507462686,0.0,0.55,0.26,0.39473684210526316,0.09523809523809523,0.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Roman Kopylov,0.5,0.9113924050632911,0.5681818181818183,0.44319344933469806,0.07733333333333334,0.04977187888842804,0.0,0.58,0.550632911392405,0.0009555555555555555,0.5967153284671532,0.1165146909827761,0.0481586402266289,0.04322766570605187,0.42307692307692313,0.014925373134328358,0.0,0.54,0.54,0.3421052631578947,0.14285714285714285,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Steven Koslow,0.25,0.8544303797468354,0.2954545454545454,0.07881269191402253,0.07104761904761905,0.21899626710908338,0.1142241379310345,0.4,0.0,0.9477777777777778,0.0072992700729927005,0.00033772374197906115,0.0056657223796034,0.0,0.0,0.08955223880597014,0.38,0.56,0.06,0.02631578947368421,0.0,0.06995884773662552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
James Krause,0.7083333333333333,0.9367088607594937,0.5,0.4902763561924258,0.0782857142857143,0.03981750311074243,0.09375,0.62,0.37974683544303794,0.0002888888888888889,0.625912408759124,0.2516041877744006,0.1388101983002833,0.07780979827089336,0.3076923076923077,0.07462686567164178,0.14,0.5,0.18,0.7368421052631579,0.42857142857142855,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kaynan Kruschewsky,0.5416666666666667,0.9113924050632911,0.4772727272727275,0.5803480040941659,0.10876190476190477,0.11364579012857737,0.22198275862068967,0.47000000000000003,0.47468354430379744,0.0,0.39963503649635035,0.02938196555217832,0.0821529745042493,0.023054755043227664,0.15384615384615385,0.029850746268656716,0.09,0.51,1.0,0.39473684210526316,0.14285714285714285,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Nikita Krylov,0.5,0.9493670886075949,0.6818181818181821,0.4483111566018424,0.04704761904761905,0.09498133554541684,0.15517241379310345,0.45,0.33544303797468356,0.0006666666666666666,0.3795620437956204,0.09422492401215807,0.4107648725212465,0.35158501440922185,0.46153846153846156,0.029850746268656716,0.16,0.56,0.38,0.7894736842105263,0.42857142857142855,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Mariusz Ksiazkiewicz,0.5416666666666667,0.8881698783994927,0.4571483784237942,0.09518935516888435,0.06476190476190477,0.1659062629614268,0.21551724137931036,0.39,0.0,1.0,0.004562043795620438,0.0006754474839581223,0.019830028328611898,0.0,0.0,0.0,0.45,1.0,0.0,0.02631578947368421,0.0,0.06995884773662552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sumit Kumar,0.08333333333333337,0.8881698783994927,0.4571483784237942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033772374197906115,0.0,0.11356518946119323,0.19748749702310076,0.054595443833464256,0.10660990712074303,0.43958204334365325,0.29595348837209307,0.3053122697880003,0.18635231870525987,0.06995884773662552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Rizvan Kuniev,0.41666666666666674,0.9620253164556962,0.6136363636363638,0.7256908904810645,0.02952380952380953,0.1696391538780589,0.0,0.51,0.0,0.7333333333333333,0.03832116788321168,0.0030395136778115506,0.0764872521246459,0.0,0.0,0.0,0.74,0.75,0.01,0.0,0.0,0.06995884773662552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Korey Kuppe,0.5833333333333333,0.8881698783994927,0.4571483784237942,0.07471852610030706,0.025333333333333336,0.0,0.10775862068965518,0.31,0.43670886075949367,0.0,0.8211678832116788,0.0037149611617696724,0.0,0.0,0.0,0.0,0.0,0.73,0.08,0.10526315789473684,0.0,0.06995884773662552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Guram Kutateladze,0.5,0.8987341772151899,0.4318181818181821,0.4042988741044013,0.07523809523809524,0.03193695562007466,0.0,0.5700000000000001,0.5,0.0002888888888888889,0.7974452554744526,0.056737588652482275,0.1388101983002833,0.037463976945244955,0.2692307692307693,0.05970149253731343,0.01,0.46,0.2,0.3421052631578947,0.19047619047619047,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Luan Lacerda,0.41666666666666674,0.8481012658227848,0.40909090909090917,0.4626407369498465,0.13466666666666668,0.052260472832849444,0.06788793103448276,0.48,0.47468354430379744,0.0,0.6541970802919708,0.03546099290780142,0.0084985835694051,0.0,0.0,0.029850746268656716,0.1,0.44,0.25,0.3157894736842105,0.14285714285714285,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Daniel Lacerda,0.29166666666666674,0.8354430379746836,0.3409090909090913,0.4042988741044013,0.15771428571428572,0.09622563251762753,0.125,0.35000000000000003,0.011012658227848101,0.2877777777777778,0.07390510948905109,0.002026342451874367,0.042492917847025496,0.01440922190201729,0.0,0.08955223880597014,0.46,0.5,0.11,0.15789473684210525,0.0,0.06995884773662552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Sean Lally,0.5,0.9113924050632911,0.5454545454545454,0.5465711361310134,0.13771428571428573,0.0,0.0,0.3,0.0,0.7744444444444445,0.05200729927007299,0.0016886187098953058,0.0,0.0,0.0,0.0,0.39,0.08,0.04,0.0,0.18635231870525987,0.06995884773662552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nate Landwehr,0.625,0.8734177215189873,0.4318181818181821,0.6397134083930399,0.10952380952380954,0.0414765657403567,0.10775862068965518,0.55,0.5443037974683544,0.00022222222222222223,0.5127737226277372,0.11550151975683891,0.28611898016997167,0.07204610951008646,0.34615384615384615,0.1044776119402985,0.02,0.47000000000000003,0.42,0.47368421052631576,0.23809523809523808,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Austen Lane,0.6666666666666667,0.9873417721518987,0.7954545454545459,0.35107471852610034,0.05352380952380953,0.0427208627125674,0.0,0.45,0.0,0.19444444444444445,0.02645985401459854,0.0,0.059490084985835696,0.03170028818443804,0.0,0.014925373134328358,0.47000000000000003,0.2,0.12,0.13157894736842105,0.0,0.06995884773662552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Joe Lauzon,0.7916666666666667,0.8860759493670886,0.40909090909090917,0.29068577277379737,0.10266666666666667,0.09912899211945252,0.21982758620689657,0.55,0.3481012658227848,0.00023333333333333333,0.4315693430656934,0.11009793988517394,0.2804532577903683,0.5187319884726225,0.34615384615384615,0.029850746268656716,0.17,0.4,0.45,0.7368421052631579,0.7619047619047619,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ronnie Lawrence,0.45833333333333326,0.8607594936708861,0.27272727272727293,0.28454452405322417,0.03333333333333334,0.2799668187474077,0.026939655172413795,0.52,0.2848101265822785,0.0008333333333333333,0.656934306569343,0.02735562310030395,0.019830028328611898,0.2276657060518732,0.15384615384615385,0.05970149253731343,0.0,0.56,0.77,0.21052631578947367,0.09523809523809523,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Quang Le,0.5,0.8417721518987341,0.3409090909090913,0.10951893551688845,0.07485714285714287,0.0829531314807134,0.0,0.24,0.0,1.0,0.013686131386861313,0.0,0.0028328611898017,0.005763688760806916,0.0,0.04477611940298507,0.23,0.18,0.08,0.02631578947368421,0.0,0.06995884773662552,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Jordan Leavitt,0.33333333333333326,0.8734177215189873,0.3863636363636367,0.2610030706243603,0.03504761904761905,0.09083367897138117,0.11745689655172416,0.5700000000000001,0.18987341772151897,0.00030000000000000003,0.3759124087591241,0.03850050658561297,0.0453257790368272,0.02881844380403458,0.07692307692307693,0.04477611940298507,0.06,0.61,0.25,0.2894736842105263,0.14285714285714285,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Kevin Lee,0.41666666666666674,0.8860759493670886,0.6590909090909092,0.3971340839303992,0.06857142857142857,0.13189547905433432,0.08189655172413794,0.5,0.47468354430379744,7.777777777777778e-05,0.625912408759124,0.16886187098953057,0.2067988668555241,0.7780979827089337,0.11538461538461539,0.11940298507462686,0.08,0.42,0.43,0.47368421052631576,0.38095238095238093,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Jung Hyun Lee,0.0,0.8881698783994927,0.4571483784237942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033772374197906115,0.0,0.11356518946119323,0.19748749702310076,0.054595443833464256,0.10660990712074303,0.43958204334365325,0.29595348837209307,0.3053122697880003,0.18635231870525987,0.06995884773662552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
JeongYeong Lee,0.33333333333333326,0.8860759493670886,0.5,0.29068577277379737,0.05352380952380953,0.03857320613853173,0.04956896551724139,0.51,0.4873417721518987,0.0005111111111111112,0.35492700729927007,0.015873015873015876,0.0736543909348442,0.0547550432276657,0.15384615384615385,0.05970149253731343,0.03,0.53,0.67,0.2894736842105263,0.09523809523809523,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Natan Levy,0.5,0.8734177215189873,0.3863636363636367,0.3787103377686797,0.06076190476190477,0.20862712567399422,0.05172413793103448,0.59,0.25949367088607594,0.0,0.6861313868613138,0.06923336710570753,0.028328611898016998,0.04899135446685879,0.0,0.07462686567164178,0.03,0.52,0.58,0.21052631578947367,0.09523809523809523,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Malik Lewis,0.29166666666666674,0.8881698783994927,0.4571483784237942,0.4257932446264074,0.10780952380952383,0.16507673164661965,0.0,0.4,0.31645569620253167,0.0,0.6195255474452555,0.018574805808848363,0.09915014164305949,0.011527377521613832,0.0,0.0,0.0,0.45,0.4,0.0,0.09523809523809523,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Derrick Lewis,0.7916666666666667,0.9493670886075949,0.75,0.2538382804503583,0.04723809523809524,0.023641642472003316,0.0,0.41000000000000003,0.33544303797468356,0.0006333333333333333,0.500912408759124,0.08713272543059777,0.34560906515580736,0.8011527377521613,0.8846153846153847,0.05970149253731343,0.01,0.51,0.26,0.7368421052631579,0.5714285714285714,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Rodrigo Lidio,0.5416666666666667,0.8881698783994927,0.4571483784237942,0.0992835209825998,0.0,0.0,0.0,1.0,0.31645569620253167,0.0,0.1687956204379562,0.0006754474839581223,0.0028328611898017,0.0,0.0,0.0,0.0,0.5,0.0,0.02631578947368421,0.0,0.06995884773662552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Austin Lingo,0.375,0.8860759493670886,0.3409090909090913,0.39508700102354144,0.09257142857142858,0.01783492326835338,0.0,0.5700000000000001,0.4810126582278481,0.00047777777777777776,0.7572992700729927,0.08915906788247215,0.0084985835694051,0.0,0.11538461538461539,0.05970149253731343,0.02,0.38,0.67,0.23684210526315788,0.14285714285714285,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Philipe Lins,0.7083333333333333,0.9367088607594937,0.7045454545454546,0.3889457523029683,0.06838095238095239,0.06843633347158855,0.0,0.46,0.6329113924050633,0.0002666666666666667,0.5793795620437956,0.06822019587977035,0.08498583569405099,0.02593659942363112,0.34615384615384615,0.07462686567164178,0.04,0.49,0.33,0.47368421052631576,0.23809523809523808,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
James Llontop,0.16666666666666674,0.9113924050632911,0.4772727272727275,0.4872057318321392,0.04000000000000001,0.0,0.0,0.7000000000000001,0.31645569620253167,0.0017000000000000001,0.5355839416058394,0.01992570077676461,0.0481586402266289,0.04899135446685879,0.2692307692307693,0.08955223880597014,0.01,0.53,0.14,0.07894736842105263,0.0,0.06995884773662552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Christian Lohsen,0.33333333333333326,0.8881698783994927,0.4571483784237942,0.5394063459570112,0.132,0.0,0.21551724137931036,0.44,0.0,1.0,0.06569343065693431,0.0010131712259371835,0.0113314447592068,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.06995884773662552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ange Loosa,0.45833333333333326,0.8860759493670886,0.5227272727272729,0.5731832139201638,0.12723809523809523,0.09995852343425965,0.020474137931034486,0.53,0.5253164556962026,0.0,0.7390510948905109,0.12090509962850389,0.1331444759206799,0.14121037463976943,0.19230769230769232,0.05970149253731343,0.01,0.45,0.38,0.2631578947368421,0.19047619047619047,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Diego Lopes,0.375,0.8987341772151899,0.4545454545454546,0.3316274309109519,0.07771428571428572,0.013687266694317711,0.3965517241379311,0.4,0.2974683544303797,0.0011111111111111111,0.40875912408759124,0.030057413036136443,0.06515580736543909,0.09510086455331411,0.38461538461538464,0.029850746268656716,0.12,0.55,0.25,0.6578947368421052,0.2857142857142857,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Bruno Lopes,0.41666666666666674,0.8881698783994927,0.4571483784237942,0.541453428863869,0.16114285714285717,0.0,0.0,0.54,0.0,0.25222222222222224,0.01824817518248175,0.0,0.0,0.0,0.0,0.0,0.35000000000000003,0.0,0.01,0.0,0.18635231870525987,0.06995884773662552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Aaron Lott,0.4748552821997105,0.8881698783994927,0.4571483784237942,0.3765371881725433,0.08030917469627148,0.06191806614599995,0.05625190442334062,0.4850368188512518,0.3295918234186537,0.0818227295041728,0.46188442643217265,0.08036730814282282,0.09669277015440972,0.11356518946119323,0.19748749702310076,0.054595443833464256,0.10660990712074303,0.43958204334365325,0.29595348837209307,0.3053122697880003,0.18635231870525987,0.06995884773662552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Caolán Loughran,0.33333333333333326,0.8354430379746836,0.25,0.29375639713408397,0.11047619047619048,0.20738282870178348,0.0,0.55,0.0,1.0,0.03010948905109489,0.0,0.028328611898016998,0.01440922190201729,0.07692307692307693,0.029850746268656716,0.45,0.42,0.09,0.05263157894736842,0.0,0.06995884773662552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Joseph Lowry,0.5416666666666667,0.8860759493670886,0.4318181818181821,0.40634595701125903,0.08095238095238096,0.0,0.0,0.63,0.0,0.5955555555555555,0.06113138686131386,0.0013508949679162446,0.0,0.0,0.0,0.0,0.35000000000000003,0.0,0.07,0.05263157894736842,0.0,0.06995884773662552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vicente Luque,0.5,0.8987341772151899,0.5909090909090913,0.5189355168884341,0.09923809523809525,0.0414765657403567,0.06896551724137932,0.53,0.3987341772151899,0.0007888888888888889,0.5492700729927007,0.3171225937183384,0.1756373937677054,0.19020172910662822,0.42307692307692313,0.05970149253731343,0.08,0.52,0.54,0.5789473684210527,0.47619047619047616,0.5,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Tucker Lutz,0.375,0.8607594936708861,0.4318181818181821,0.38280450358239515,0.06190476190476191,0.08253836582330983,0.01939655172413793,0.44,0.43670886075949367,0.0,0.7554744525547445,0.0861195542046606,0.08498583569405099,0.07204610951008646,0.23076923076923078,0.05970149253731343,0.02,0.47000000000000003,0.44,0.3157894736842105,0.19047619047619047,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
